title_id,title_name,description,title_page_url
1260111182,Secret Invasion,"Nick Fury learns of a clandestine invasion of Earth by a faction of shapeshifting Skrulls. Together with his allies, he must race against time to save humanity.",https://www.hotstar.com/in/shows/secret-invasion/1260111182
1260003582,Divya-Drishti,"Separated at childhood, Divya and Drishti attain super powers to see and manipulate future. But their own future lies in the hands of a Pisachini.",https://www.hotstar.com/in/shows/divya-drishti/1260003582
1260155969,Baseball Dreams,Young Baseball star Arjun Nimmala travels to India and Baseball meets Cricket,https://www.hotstar.com/in/shows/baseball-dreams/1260155969
1260156386,Deepavali Nage Utsava,Join the Suvarna Parivaar for an unforgettable night of engaging skits and enchanting dance performances to celebrate Deepavali in style.,https://www.hotstar.com/in/shows/deepavali-nage-utsava/1260156386
1260122178,The Goddess,"The story of Patricia Teherán and her great love, Ricardo Cabello, the man who led her to confront social prejudice, in love and on stage.",https://www.hotstar.com/in/shows/the-goddess/1260122178
10300,The Lord's Challenge,Joshua Daniel of Laymen's Evangelical Fellowship educates people with facts from the Bible.,https://www.hotstar.com/in/shows/lord-s-challenge/10300
13951,Amruthagalige,"The team of the popular show, Amruthavarshini comes together to celebrate the completion of its five years of airing.",https://www.hotstar.com/in/shows/amruthagalige/13951
1260069255,Navratri - Ek Adbhoot Utsav,Celebrate in high spirits the auspicious festival of Navratri and Durga Puja with your favourite Star Parivaar characters!,https://www.hotstar.com/in/shows/navratri-ek-adbhoot-utsav/1260069255
1260136466,American Born Chinese,A regular American teenager’s life is changed when he befriends the son of a mythological god.,https://www.hotstar.com/in/shows/american-born-chinese/1260136466
8414,Sapna Babul Ka... Bidaai,"A story of two sisters, Sadhana and Ragini. Though not related by blood, they share an unbreakable bond that is tested time and again!",https://www.hotstar.com/in/shows/sapna-babul-ka-bidaai/8414
2030,Private Investigator,Join 21-year-old Raffe Roy Choudhary on a thrilling journey as he cracks perplexing cases of crime with his keen observational skills and determination.,https://www.hotstar.com/in/shows/private-investigator/2030
1271304597,Suvarna Savira Sambhrama,Join Anupama and Suvarna stars to honour and commemorate legendary hosts on the auspicious occasion of Ugadi.,https://www.hotstar.com/in/shows/savira-sambhrama/1271304597
13869,Neermathalam,Aravindhan and his family are the new tenants of the Chandrankantham House. But little do they know that it's inhabited by the evil spirit of Gouri.,https://www.hotstar.com/in/shows/neermathalam/13869
1260050966,Koodevide,"Soorya, an ambitious woman, crosses paths with Rishikesh, an arrogant young man. Will opposites attract, repel or explode?",https://www.hotstar.com/in/shows/koodevide/1260050966
2290,Mane Aduge,"Talented chef Savitha Krishnamurthy shares recipes and cookery secrets from various parts of India. Add a celebrity into the mix, and the show gets spicier.",https://www.hotstar.com/in/shows/mane-aduge/2290
8323,How I Met Your Mother,"Ted Mosby, an architect, recounts to his children the events that led him to meet their mother.",https://www.hotstar.com/in/shows/how-i-met-your-mother/8323
16092,Comedy Maestros,"Standup acts and sketches by India's top-notch comedians like Kanan Gill, Sorabh Pant, Abish Mathew, Rahul Subramanian, Anirban Dasgupta, Kunal Kamra and more!",https://www.hotstar.com/in/shows/comedy-maestros/16092
5342,Asianet Onam Specials,Celebrate Ponnonam with your favourite stars as they wish you a happy Onam with these special shows.,https://www.hotstar.com/in/shows/asianet-onam-specials/5342
1260130980,Rennervations,Rennervations embraces Jeremy Renner’s passion for giving back to communities around the world.,https://www.hotstar.com/in/shows/rennervations/1260130980
10192,Suvarna Ladies Club,Suvarna Ladies Club is a Kannada reality show on Suvarna. This special show provides a platform to the women of Karnataka to showcase their talent.,https://www.hotstar.com/in/shows/suvarna-ladies-club/10192
1260072676,Disney Intertwined,"Allegra dreams of joining the Eleven O'Clock music hall company, but her mother won't accept that. She is ready to change the past to reach her dream.",https://www.hotstar.com/in/shows/intertwined/1260072676
1260099609,Black Rock Shooter Dawn Fall,"Empress awakens in a research lab. As one of the surviving guardians, she must destroy the Orbital Elevator before Artemis completes its construction.",https://www.hotstar.com/in/shows/black-rock-shooter-dawn-fall/1260099609
1260167226,Aankh Micholi,"Undercover cop Rukmini gets married into a traditional family as the ‘Aadarsh Bahu’. Oscillating dual lives, how long will she be able to maintain her cover?",https://www.hotstar.com/in/shows/aankh-micholi/1260167226
1260051594,Lawless Island,Lawless Island tells unique stories about the people who have chosen a different life in a remote Alaskan community.,https://www.hotstar.com/in/shows/lawless-island/1260051594
1260079639,Pinkicha Vijay Aso,"A bit quirky, a bit naive but extremely smart, Pinky becomes the first female Sarpanch of her village. How will she survive the toxic politics surrounding her?",https://www.hotstar.com/in/shows/pinkicha-vijay-aso/1260079639
9762,Comedy Comedy,Sit back and enjoy compilations of famous comedy scenes from Kannada movies.,https://www.hotstar.com/in/shows/comedy-comedy/9762
18296,Naattile Thaaram,"Here's a game show which puts the spotlight on the unsung heroes of our society. Tune in for some exciting moments as these heroes from various fields, battle against each other to win the ultimate prize!",https://www.hotstar.com/in/shows/naattile-thaaram/18296
1260065815,World's Deadliest Snakes,"This series showcases the most dangerous snakes on earth. What makes them so lethal, and what tactics do they employ to ambush and ultimately kill their victims?",https://www.hotstar.com/in/shows/world-s-deadliest-snakes/1260065815
1387,Heroes,Heroes presents dramatised stories of brave women who have faced sexual assault and had the courage to fight back.,https://www.hotstar.com/in/shows/heroes/1387
1260060759,Asia's Wild Secrets,"From the snow leopards in the Himalayas to the vultures soaring over the Tibetan Plateau, the series showcases Asia's most iconic wildlife and its oddities.",https://www.hotstar.com/in/shows/asia-s-wild-secrets/1260060759
14241,Khushi,"Khushi is a Telugu drama on Maa Gold. The residents of Gokulam Colony help each other find solutions to daily problems and sticky situations. Vishnu Sharma, a writer narrates the travails of this colony in each episode.",https://www.hotstar.com/in/shows/khushi/14241
16315,The Chi,"SHOW ON BREAK. A relevant, timely and distinctive coming-of-age story of a young, African-American male in which just growing up can be a matter of life and death.",https://www.hotstar.com/in/shows/the-chi/16315
1260003314,The Flood with Angela Basset,The Okavango is one of the most diverse habitats. Here the fortunes of tens of thousands of animals each year are controlled by one ruler - The Great Flood.,https://www.hotstar.com/in/shows/the-flood-with-angela-basset/1260003314
