title_id,name,description,type,entitlements,release_year,primary_genre,secondary_genre,maturity_rating,backdrop_path,url
amzn1.dv.gti.fd7b511e-00e0-418c-b36f-fcf2f9fbb86f,Citadel - Season 1,"What if you lost your memory? What if a spy didn’t know they were a spy? Years ago, the top agents of Citadel, Mason Kane (Richard Madden) and Nadia Sinh (Priyanka Chopra Jonas), had their minds wiped. But, they’re called back to action as sinister forces emerge from the past. With the help of spymaster Bernard Orlick (Stanley Tucci), these former lovers must remember the past to save the future.",TV Show,['prime'],2023,Suspense,"['Drama', 'Action']",U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/5ad27df6dda76791d1f5d57461fc235ff01835174925d15b39e50955d7bdb488._UR1920,1080_UX667_UY375_.png",https://www.primevideo.com/detail/0U5UNXQ1U9T6S6J2XCIV6UAMWF/ref=atv_br_def_r_br_c_unkc_1_184
amzn1.dv.gti.5315dafa-8d29-44d7-86f1-71e16fe4e8a4,Jinny's Kitchen - Season 1,"In a small beautiful town in Mexico, Bacalar, Jinny’s Kitchen opens, introducing Korean street food to their passionate customers! Meet Seo Jin, the boss who is serious about the business, Yu Mi, the new executive, Seo Jun, the new head of kitchen, Woo Shik, our good old intern, and Tae Hyung, the ambitious new intern! Come and enjoy their specialties made with love.",TV Show,['prime'],2023,Unscripted,,U/A 13+,"https://m.media-amazon.com/images/S/pv-target-images/93efe009e712df4ba8f47a4bd346747a4db570d32c75217b34b41b9ea9d41df9._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0K2OS0UT12TV5A0UELB4SMO2HW/ref=atv_br_def_r_br_c_unkc_1_185
amzn1.dv.gti.9fdbdeeb-f6cf-47b0-942b-7dcda3ceb7e2,Staff Room - Season 1,Lives of the teachers of Janaki Prakash Public School take a turn when they have to fight against the pay cut imposed by the school board while balancing their teaching responsibilities. Will the teachers be successful in teaching the nefarious board a lesson? Will the students and teachers win the battle together via their unique yet simple methods? Watch it now on Amazon miniTV,TV Show,[],2023,Drama,,U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/8549d47bbd7a9b82612540fc10c9fc9cc9f8b4f7952914351d10a85e9c61515c._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0OMBBSNFNQB4U009F91JTWSWKI/ref=atv_br_def_r_br_c_unkc_1_186
amzn1.dv.gti.2abdf554-7133-4ed3-98c2-f3b13a280c3d,Harlem - Season 1,"From writer Tracy Oliver (Girls Trip), a new comedy following four stylish & ambitious best girlfriends in Harlem NYC: a rising star professor struggling to make space for her love life; a savvy tech entrepreneur always dating someone new; a no-filter singer; and a hopeless romantic fashion designer. Together, they level up into the next phase of their careers, relationships & big city dreams.",TV Show,['prime'],2021,Comedy,,A,"https://m.media-amazon.com/images/S/pv-target-images/a7516bee8c653c7c4b80fa9bb3df208522de7600f610afb4c81bb0b38d693c43._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0HOPDPYQYJ0D0IILA8CQTZM8N1/ref=atv_br_def_r_br_c_unkc_1_187
amzn1.dv.gti.838e27d7-7f36-452b-8274-bdb0ca65e082,Outer Range - Season 1,A rancher fighting for his land and family discovers an unfathomable mystery at the edge of Wyoming's wilderness.,TV Show,['prime'],2022,Drama,['Suspense'],U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/fd757b3b4a0a42242e84f5132bdbaa3f03b1cc10b0bfe4f6a28d4bcc17bbd9fd._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0MXZP4ODBZSOP24GEX7IY9ZWJM/ref=atv_br_def_r_br_c_unkc_1_188
amzn1.dv.gti.f856462e-f3f0-47d6-99a7-8e7900ffb935,The Lord of the Rings: The Rings of Power - Season 1,"Set thousands of years before the events of J.R.R. Tolkien’s The Lord of the Rings, this epic drama follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.",TV Show,['prime'],2022,Drama,"['Fantasy', 'Adventure']",U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/d192766d1e83bf478887dffe0d48cf9fa80f21eca11099ec42508800dbe011bf._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0TUVXIO58IUNEPNBF8363Z7YGL/ref=atv_br_def_r_br_c_unkc_1_189
amzn1.dv.gti.20ae99d7-b540-45b8-eb4a-03bb1a88d15e,The Tick - Season 1,"In a world where superheroes have been real for decades, an accountant with mental health issues and zero powers comes to suspect his city is owned by a global super villain long-thought dead. As he struggles to uncover the conspiracy, he falls in league with a strange blue superhero. They launch into an adventure brimming with crazed archvillains, blood-soaked vigilantes, and superhuman freakery.",TV Show,['prime'],2018,Science Fiction,"['Comedy', 'Action']",U/A 16+,"https://m.media-amazon.com/images/S/pv-target-images/864755c2aa7cf0baeacdf773cca8acdbe7fbd0d1a61ded73a0d1b5cd49aa1317._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0H39IJF8ZG3CT38AZ8L94PVWWU/ref=atv_br_def_r_br_c_unkc_1_190
amzn1.dv.gti.acb5fe60-fbd0-07e7-813f-d533517c1451,The Tudors - Season 1,"Following the execution of Anne Boleyn, King Henry VIII remarries in hopes of having a son as challenges to his authority from inside and outside the kingdom threaten his hold on England's throne.",TV Show,['prime'],2007,Drama,['Romance'],A,"https://m.media-amazon.com/images/S/pv-target-images/ee68295f214f195b479be261ab0df785b84d07cb9c8410a4e93e5627f65978c9._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0PDPF1GY7ZV7M60D5DX9TRT369/ref=atv_br_def_r_br_c_unkc_1_191
amzn1.dv.gti.dab95ed6-f317-48ba-d2be-754c811b125e,World’s Toughest Race: Eco-Challenge Fiji,"66 teams descend upon Fiji to compete in the most epic global adventure race ever attempted. Bear Grylls hosts this 11-day expedition that pushes competitors to their physical and emotional limits. For the veteran teams the goal is to win – but for most, the dream is to finish and prove to themselves and the world, that they can prevail in the World’s Toughest Race.",TV Show,['prime'],2020,Adventure,"['Sports', 'Unscripted']",U/A 13+,"https://m.media-amazon.com/images/S/pv-target-images/d11266c7cd6cafb67eecf3499715d47a1ae94ba069d6c4da8efc27dd130d53ba._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0S3RUAE7PENT6OAZOVDWZIL6JI/ref=atv_br_def_r_br_c_unkc_1_192
amzn1.dv.gti.0f6c06cd-e6b0-4658-9b28-785b295478d6,Weightlifting Fairy Kim Bok-Joo (Hindi) - Season 1,"Kim Bok-joo, a weightlifter, gets attracted to a fitness doctor and is even ready to lose weight for him. However, her childhood friend, a talented swimmer, inspires her to achieve her dreams.",TV Show,[],2023,Romance,"['International', 'Drama']",U/A 13+,"https://m.media-amazon.com/images/S/pv-target-images/546f5752203cd3b4fa744c018f07a595a14cfba9fbc8fe28274294038e998c16._UR1920,1080_UX667_UY375_.jpg",https://www.primevideo.com/detail/0G2H7PHKCJNC7EDQ8VMXSS4Q1I/ref=atv_br_def_r_br_c_unkc_1_193
